,Seq#,ID#,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related Purchase,Mcode,Rcode,Fcode,Yes_Florence,No_Florence
225,226,1962,Male,61,10,3,20,2,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,3+ books,0,1
226,227,1977,Female,194,14,2,22,0,0,0,0,0,2,0,0,0,0,0,2,101-200,13+ mos.,2 books,0,1
227,228,1984,Female,239,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
228,229,2020,Female,68,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
229,230,2046,Female,88,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
230,231,2052,Female,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
231,232,2062,Male,363,14,7,42,1,2,1,1,1,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
232,233,2065,Female,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
233,234,2068,Female,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
234,235,2073,Female,178,26,2,28,0,0,0,1,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
235,236,2074,Female,146,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
236,237,2079,Male,374,36,11,66,3,1,2,1,2,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
237,238,2081,Male,109,14,2,20,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
238,239,2096,Female,120,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
239,240,2099,Female,210,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
240,241,2108,Male,282,14,2,18,0,0,0,1,0,1,0,0,0,0,0,1,200+,13+ mos.,2 books,0,1
241,242,2119,Female,260,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1,200+,13+ mos.,1 book,0,1
242,243,2121,Female,340,12,6,30,2,1,1,0,0,0,1,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
243,244,2124,Female,441,10,12,72,2,1,0,2,1,2,3,0,0,0,1,5,200+,7-12 mos.,3+ books,1,0
244,245,2171,Male,95,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
245,246,2172,Male,34,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
246,247,2183,Female,125,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
247,248,2184,Female,329,14,3,24,0,0,1,0,0,2,0,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
248,249,2185,Female,79,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
249,250,2198,Female,96,26,2,28,0,0,0,0,1,0,1,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
250,251,2203,Female,173,20,2,28,0,0,1,1,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
251,252,2204,Female,364,16,8,60,0,1,3,0,0,1,3,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
252,253,2213,Male,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1,2,200+,13+ mos.,3+ books,1,0
253,254,2226,Female,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
254,255,2227,Female,167,18,5,32,1,0,1,3,0,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
255,256,2238,Female,80,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
256,257,2245,Female,318,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
257,258,2253,Female,260,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
258,259,2262,Male,148,6,4,20,0,0,0,0,0,1,0,0,0,0,1,1,101-200,3-6 mos.,3+ books,1,0
259,260,2263,Male,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
260,261,2268,Male,40,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0,26-50,13+ mos.,1 book,0,1
261,262,2294,Female,121,12,5,32,1,0,0,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
262,263,2296,Female,384,10,8,46,3,0,1,1,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
263,264,2299,Female,90,10,5,38,0,0,2,0,0,0,1,1,0,0,0,2,51-100,7-12 mos.,3+ books,0,1
264,265,2304,Female,107,14,6,36,1,0,2,0,2,0,1,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
265,266,2313,Female,53,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
266,267,2324,Female,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
267,268,2339,Male,329,16,5,36,2,0,1,1,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
268,269,2341,Male,90,12,3,26,1,0,0,0,1,0,0,0,0,0,0,0,51-100,7-12 mos.,3+ books,0,1
269,270,2342,Female,192,34,6,52,0,0,3,2,0,1,0,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
270,271,2376,Male,419,14,12,50,2,0,4,1,2,1,2,2,1,1,0,7,200+,13+ mos.,3+ books,0,1
271,272,2377,Female,153,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
272,273,2382,Female,305,16,8,60,2,0,0,2,2,0,2,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
273,274,2383,Female,218,14,8,48,1,0,3,1,0,1,2,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
274,275,2385,Female,33,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,26-50,0-2 mos.,1 book,0,1
275,276,2392,Male,135,16,4,26,0,0,2,0,1,0,1,0,0,0,0,1,101-200,13+ mos.,3+ books,0,1
276,277,2394,Female,320,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
277,278,2431,Female,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1,1,101-200,13+ mos.,2 books,1,0
278,279,2435,Female,285,6,9,56,1,1,2,1,0,0,2,1,0,0,0,3,200+,3-6 mos.,3+ books,0,1
279,280,2471,Male,208,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
280,281,2473,Female,45,26,2,34,2,0,0,0,0,0,0,0,0,0,0,0,26-50,13+ mos.,2 books,0,1
281,282,2475,Male,77,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
282,283,2503,Male,90,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,2 books,0,1
283,284,2505,Female,297,8,7,22,0,2,1,0,0,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
284,285,2506,Female,347,10,6,28,2,0,1,1,0,0,0,1,0,0,0,1,200+,7-12 mos.,3+ books,0,1
285,286,2508,Female,188,36,6,62,2,0,2,0,0,1,1,0,0,0,0,2,101-200,13+ mos.,3+ books,0,1
286,287,2523,Female,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,200+,0-2 mos.,1 book,0,1
287,288,2527,Male,415,16,12,68,5,0,0,2,1,1,3,0,0,0,1,4,200+,13+ mos.,3+ books,1,0
288,289,2532,Female,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
289,290,2536,Female,142,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
290,291,2541,Female,232,26,2,30,0,0,1,0,1,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
291,292,2591,Male,326,22,4,38,2,0,0,1,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
292,293,2594,Female,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
293,294,2603,Male,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,1 book,0,1
294,295,2604,Female,44,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,26-50,13+ mos.,2 books,0,1
295,296,2624,Female,159,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
296,297,2641,Male,210,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
297,298,2649,Female,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
298,299,2660,Male,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
299,300,2668,Female,201,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
300,301,2673,Female,110,10,6,28,0,2,1,0,1,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
301,302,2676,Female,18,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0-25,13+ mos.,1 book,0,1
302,303,2684,Female,267,16,2,18,0,0,2,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
303,304,2687,Female,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,26-50,3-6 mos.,1 book,0,1
304,305,2699,Female,284,10,5,20,0,1,2,0,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
305,306,2707,Female,332,12,10,48,2,1,3,1,0,1,0,1,0,1,0,3,200+,7-12 mos.,3+ books,0,1
306,307,2726,Female,124,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
307,308,2727,Male,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
308,309,2731,Female,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0,2,200+,7-12 mos.,3+ books,0,1
309,310,2739,Female,324,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
310,311,2761,Female,199,4,10,34,3,0,2,1,2,1,0,0,0,0,0,1,101-200,3-6 mos.,3+ books,0,1
311,312,2771,Male,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1,0,200+,3-6 mos.,3+ books,1,0
312,313,2773,Female,475,4,12,52,4,0,2,2,1,0,1,0,0,0,0,1,200+,3-6 mos.,3+ books,0,1
313,314,2798,Female,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
314,315,2812,Male,268,12,7,46,0,0,2,1,1,2,0,1,0,0,1,3,200+,7-12 mos.,3+ books,1,0
315,316,2819,Female,101,10,2,18,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
316,317,2828,Female,238,8,4,28,1,0,0,0,1,1,0,0,1,1,0,3,200+,7-12 mos.,3+ books,0,1
317,318,2829,Female,305,14,8,56,0,1,4,2,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
318,319,2830,Male,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
319,320,2846,Female,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
320,321,2847,Female,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
321,322,2851,Male,155,30,6,44,1,0,3,0,0,0,2,0,0,0,1,2,101-200,13+ mos.,3+ books,1,0
322,323,2859,Male,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
323,324,2873,Female,317,14,9,64,1,3,1,2,0,1,1,0,0,0,0,2,200+,13+ mos.,3+ books,0,1
324,325,2875,Male,361,16,11,80,2,1,6,0,2,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
325,326,2889,Female,370,10,8,50,2,0,2,0,0,1,1,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
326,327,2891,Male,339,8,7,46,1,1,0,2,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
327,328,2901,Male,48,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,26-50,7-12 mos.,1 book,1,0
328,329,2904,Male,169,14,3,24,0,0,0,0,1,2,0,0,1,1,1,4,101-200,13+ mos.,3+ books,1,0
329,330,2907,Female,75,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,2 books,0,1
330,331,2924,Male,133,16,3,26,0,1,0,1,1,0,0,0,0,0,0,0,101-200,13+ mos.,3+ books,0,1
331,332,2927,Female,330,14,6,34,3,0,0,0,3,0,0,0,1,0,0,1,200+,13+ mos.,3+ books,0,1
332,333,2934,Male,102,8,5,26,1,1,1,1,0,0,0,0,0,0,0,0,101-200,7-12 mos.,3+ books,0,1
333,334,2959,Female,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
334,335,2974,Female,316,16,3,30,0,0,2,0,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
335,336,2981,Female,230,2,12,32,0,4,2,1,0,0,0,2,0,0,0,2,200+,0-2 mos.,3+ books,0,1
336,337,2990,Female,246,34,2,40,0,0,0,0,0,0,2,0,0,0,0,2,200+,13+ mos.,2 books,0,1
337,338,2993,Male,219,10,6,28,2,0,1,0,0,1,1,1,0,1,1,4,200+,7-12 mos.,3+ books,1,0
338,339,3008,Female,127,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
339,340,3012,Female,256,16,4,36,2,0,0,1,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
340,341,3014,Male,369,16,6,40,1,0,3,0,1,0,1,1,1,0,1,3,200+,13+ mos.,3+ books,1,0
341,342,3016,Female,269,32,1,32,0,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
342,343,3024,Female,248,16,7,44,1,1,3,0,0,1,1,1,0,0,0,3,200+,13+ mos.,3+ books,0,1
343,344,3030,Female,293,18,9,42,2,0,1,1,2,1,2,0,0,0,0,3,200+,13+ mos.,3+ books,0,1
344,345,3043,Female,211,28,1,28,0,0,1,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
345,346,3047,Female,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0,2,51-100,13+ mos.,3+ books,0,1
346,347,3048,Male,304,20,2,22,0,0,2,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
347,348,3054,Female,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
348,349,3055,Male,248,16,8,38,3,0,2,1,0,1,1,0,0,0,1,2,200+,13+ mos.,3+ books,1,0
349,350,3057,Female,86,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
350,351,3058,Female,149,16,2,18,1,0,0,0,0,0,1,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
351,352,3067,Male,158,32,2,34,0,0,1,1,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
352,353,3069,Female,212,32,2,38,0,0,2,0,0,0,0,1,0,0,0,1,200+,13+ mos.,2 books,0,1
353,354,3072,Female,422,18,9,56,3,0,5,1,0,0,0,0,0,0,0,0,200+,13+ mos.,3+ books,0,1
354,355,3073,Female,277,14,2,20,1,0,1,0,0,0,0,1,0,0,0,1,200+,13+ mos.,2 books,0,1
355,356,3078,Female,222,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
356,357,3093,Male,177,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
357,358,3094,Male,230,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,200+,0-2 mos.,1 book,1,0
358,359,3099,Male,248,34,7,52,4,0,0,1,1,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
359,360,3102,Male,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0-25,7-12 mos.,1 book,0,1
360,361,3105,Female,130,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
361,362,3107,Female,34,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,26-50,0-2 mos.,1 book,0,1
362,363,3138,Female,145,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
363,364,3153,Female,121,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
364,365,3155,Female,424,10,11,64,0,4,2,1,0,1,2,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
365,366,3159,Female,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
366,367,3196,Female,221,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
367,368,3231,Female,287,6,9,38,1,1,2,0,0,1,2,0,0,0,0,3,200+,3-6 mos.,3+ books,0,1
368,369,3233,Female,206,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2,200+,13+ mos.,2 books,0,1
369,370,3241,Male,148,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
370,371,3244,Female,345,6,5,20,0,0,2,0,1,0,0,0,0,0,0,0,200+,3-6 mos.,3+ books,0,1
371,372,3251,Male,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
372,373,3256,Female,240,16,11,76,5,1,1,2,1,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
373,374,3270,Female,223,10,6,24,0,0,2,1,1,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
374,375,3293,Male,74,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,2 books,0,1
375,376,3308,Female,246,10,8,32,3,0,0,1,1,1,0,0,0,0,0,1,200+,7-12 mos.,3+ books,0,1
376,377,3309,Male,148,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
377,378,3329,Female,54,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
378,379,3338,Female,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
379,380,3340,Female,26,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0,26-50,13+ mos.,1 book,0,1
380,381,3367,Female,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,51-100,3-6 mos.,1 book,0,1
381,382,3369,Male,249,14,8,40,1,1,3,0,0,1,2,1,0,0,0,4,200+,13+ mos.,3+ books,0,1
382,383,3375,Female,137,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
383,384,3377,Male,221,2,8,20,1,0,0,2,0,1,0,0,0,0,0,1,200+,0-2 mos.,3+ books,0,1
384,385,3407,Female,180,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
385,386,3412,Male,404,28,11,88,3,1,1,0,2,1,3,0,0,0,0,4,200+,13+ mos.,3+ books,0,1
386,387,3471,Female,329,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,2 books,0,1
387,388,3493,Female,198,26,2,30,1,0,0,0,0,1,0,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
388,389,3504,Female,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
389,390,3517,Female,379,24,10,60,2,1,1,1,0,2,3,0,0,1,0,6,200+,13+ mos.,3+ books,0,1
390,391,3526,Female,300,16,2,18,1,0,0,0,0,1,0,0,0,0,0,1,200+,13+ mos.,2 books,0,1
391,392,3531,Female,364,14,8,52,3,0,1,1,2,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
392,393,3533,Female,253,6,12,38,7,0,1,1,0,0,2,0,0,0,0,2,200+,3-6 mos.,3+ books,0,1
393,394,3554,Male,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
394,395,3566,Female,128,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
395,396,3569,Female,266,10,4,32,0,0,0,0,2,1,0,0,1,1,0,3,200+,7-12 mos.,3+ books,0,1
396,397,3590,Female,106,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
397,398,3606,Female,174,14,2,16,0,0,1,0,1,0,0,0,0,0,0,0,101-200,13+ mos.,2 books,0,1
398,399,3609,Female,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
399,400,3621,Female,111,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
400,401,3625,Female,288,16,5,32,1,2,1,0,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
401,402,3628,Female,157,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,0-2 mos.,2 books,0,1
402,403,3640,Female,97,16,2,18,0,0,0,0,1,1,0,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
403,404,3656,Female,168,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1,101-200,13+ mos.,2 books,0,1
404,405,3662,Male,243,10,12,48,1,2,3,1,1,1,1,0,0,0,1,2,200+,7-12 mos.,3+ books,1,0
405,406,3665,Female,152,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
406,407,3669,Female,47,2,3,10,0,0,0,0,0,0,0,0,0,0,1,0,26-50,0-2 mos.,3+ books,1,0
407,408,3670,Female,67,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,51-100,7-12 mos.,1 book,0,1
408,409,3672,Female,320,6,3,18,0,1,0,0,0,0,1,0,0,0,0,1,200+,3-6 mos.,3+ books,0,1
409,410,3673,Female,100,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
410,411,3681,Male,354,26,7,42,1,2,2,0,0,0,2,1,0,0,0,3,200+,13+ mos.,3+ books,0,1
411,412,3684,Female,144,6,8,38,0,0,2,1,1,1,1,1,1,1,0,5,101-200,3-6 mos.,3+ books,0,1
412,413,3689,Female,268,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
413,414,3693,Female,40,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
414,415,3695,Female,65,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,51-100,13+ mos.,1 book,0,1
415,416,3701,Female,307,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
416,417,3706,Female,261,22,2,30,0,0,1,0,0,0,1,0,0,0,0,1,200+,13+ mos.,2 books,0,1
417,418,3708,Female,273,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,1 book,0,1
418,419,3710,Male,163,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,2 books,0,1
419,420,3716,Female,235,12,7,52,1,0,3,0,0,2,0,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
420,421,3736,Female,57,18,2,24,1,0,0,0,0,0,1,0,0,0,0,1,51-100,13+ mos.,2 books,0,1
421,422,3739,Female,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,26-50,0-2 mos.,2 books,1,0
422,423,3742,Female,289,4,6,28,0,0,2,0,0,0,0,1,0,0,1,1,200+,3-6 mos.,3+ books,1,0
423,424,3746,Female,222,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,2 books,0,1
424,425,3747,Female,94,8,3,26,0,0,0,0,0,0,1,0,0,0,0,1,51-100,7-12 mos.,3+ books,0,1
425,426,3759,Male,226,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
426,427,3771,Female,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,200+,3-6 mos.,1 book,0,1
427,428,3779,Female,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
428,429,3817,Female,377,6,12,34,3,1,0,0,0,2,2,0,0,0,1,4,200+,3-6 mos.,3+ books,1,0
429,430,3819,Female,294,16,3,22,1,1,0,0,0,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
430,431,3825,Female,28,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,1 book,0,1
431,432,3866,Male,142,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
432,433,3871,Female,257,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0,200+,13+ mos.,2 books,0,1
433,434,3873,Female,132,28,2,30,0,0,0,1,0,0,1,0,0,0,0,1,101-200,13+ mos.,2 books,0,1
434,435,3882,Female,223,4,7,22,1,0,2,1,0,1,1,1,0,0,0,3,200+,3-6 mos.,3+ books,0,1
435,436,3887,Female,419,10,11,70,3,0,2,0,2,1,2,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
436,437,3913,Female,176,20,1,20,0,1,0,0,0,0,0,0,0,0,0,0,101-200,13+ mos.,1 book,0,1
437,438,3915,Male,83,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
438,439,3927,Female,366,10,12,70,3,0,2,1,0,1,2,0,0,0,0,3,200+,7-12 mos.,3+ books,0,1
439,440,3943,Female,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,2 books,0,1
440,441,3945,Female,90,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,51-100,13+ mos.,1 book,0,1
441,442,3966,Female,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,101-200,3-6 mos.,1 book,0,1
442,443,3984,Female,356,12,4,26,0,1,2,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,3+ books,0,1
443,444,3989,Female,203,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1,200+,13+ mos.,2 books,0,1
444,445,3998,Female,33,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,26-50,7-12 mos.,2 books,0,1
445,446,4003,Female,139,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,101-200,7-12 mos.,1 book,0,1
446,447,4004,Female,201,14,7,54,1,0,5,0,0,1,0,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
447,448,4014,Female,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,200+,7-12 mos.,1 book,0,1
448,449,4027,Female,227,12,6,36,1,0,1,0,1,1,1,0,0,0,0,2,200+,7-12 mos.,3+ books,0,1
449,450,4048,Female,244,30,9,52,1,3,1,2,1,0,1,0,0,0,0,1,200+,13+ mos.,3+ books,0,1
